trip_id,hotel_name,nights,rooms,check_in_time,check_out_time,hotel_per_room_usd,stay_duration_calc,stay_calc
529781-49b9f503bbc64a84aa55a41ac2d9986a,Conrad  - el paso,0,1,2023-05-20 09:35:21.525,2023-05-20 11:00:00,99,0 days 01:24:38.475000,0
529831-b1f06df7c8a94ed0a43b5d4e3ed10d9b,Rosewood - san antonio,0,1,2023-02-24 18:29:28.995,2023-02-25 11:00:00,75,0 days 16:30:31.005000,0
529887-81a525fcd22642daa4f31b60d760d54c,InterContinental  - seattle,0,1,2023-02-19 12:46:20.910,2023-02-20 11:00:00,118,0 days 22:13:39.090000,0
530118-4b5c287a469d46a4ae31b285938524ba,Extended Stay  - montreal,-1,1,2023-02-13 10:32:29.265,2023-02-12 11:00:00,437,-1 days +00:27:30.735000,-1
530188-720576dc616a4fe8a03f3385a5fb5097,Starwood  - portland,0,3,2023-06-10 12:27:09.495,2023-06-11 11:00:00,103,0 days 22:32:50.505000,0
530277-0b260e5bdfb44d7aa2b08765a8a783ee,Wyndham - jacksonville,0,1,2023-01-29 13:54:57.375,2023-01-30 11:00:00,137,0 days 21:05:02.625000,0
530277-128960d21a414936a68bd6fe03266fa2,Hyatt - el paso,0,1,2023-01-19 10:03:44.460,2023-01-19 11:00:00,167,0 days 00:56:15.540000,0
530278-a66582dc14a24670a2a8f736d791455b,Accor - los angeles,0,1,2023-01-22 11:40:44.175,2023-01-22 11:00:00,72,-1 days +23:19:15.825000,-1
530278-d3f3c00e63bb44388dc625d7a10ed69a,Best Western - vancouver,0,3,2023-03-25 10:30:15.210,2023-03-25 11:00:00,579,0 days 00:29:44.790000,0
530282-09612393d98b4ec9accb7638e1239588,Fairmont - winnipeg,0,1,2023-04-26 19:27:21.240,2023-04-27 11:00:00,259,0 days 15:32:38.760000,0
530322-197abc1d374d42dcb3a34f10dd651652,Choice Hotels - quebec,0,1,2023-03-13 17:18:13.770,2023-03-14 11:00:00,200,0 days 17:41:46.230000,0
530379-e1f38514587c4d84b7f4095b051bf75f,Banyan Tree  - toronto,0,1,2023-03-07 12:29:36.330,2023-03-08 11:00:00,138,0 days 22:30:23.670000,0
530385-3f939903aa7e4e60a64b6100bb0a7686,Marriott  - toronto,0,1,2023-05-25 09:52:41.655,2023-05-25 11:00:00,126,0 days 01:07:18.345000,0
530421-3eac235c5ce44944a3e1aae95760b597,Banyan Tree  - montreal,-1,2,2023-02-06 12:03:05.715,2023-02-06 11:00:00,70,-1 days +22:56:54.285000,-1
530427-6dcf384776a34371b9b9314da084373c,Radisson  - quebec,0,1,2023-02-24 17:43:42.015,2023-02-25 11:00:00,213,0 days 17:16:17.985000,0
530468-c63831324e68439c981680129ede94fb,Four Seasons - san francisco,0,1,2023-02-17 21:48:50.445,2023-02-18 11:00:00,74,0 days 13:11:09.555000,0
530514-43374548d7a74103882c1e6704af8c49,Radisson  - indianapolis,0,1,2023-02-25 12:54:00.270,2023-02-26 11:00:00,127,0 days 22:05:59.730000,0
530543-1b959d6eb8cd4c7092feb6bee5bfecd9,Starwood  - los angeles,-1,1,2023-03-03 13:15:56.520,2023-03-03 11:00:00,188,-1 days +21:44:03.480000,-1
530585-2f4ee9995a94491a8c51df64414fd0b8,Marriott  - montreal,0,1,2023-02-16 14:39:37.575,2023-02-17 11:00:00,138,0 days 20:20:22.425000,0
530592-b20048cb0c784f2cb31185250f7dd294,Fairmont - el paso,0,2,2023-01-21 12:20:45.780,2023-01-22 11:00:00,93,0 days 22:39:14.220000,0
530607-aab6dbaa3ef44cd881ffad8557f77327,Hyatt - nashville,0,1,2023-01-23 15:12:57.285,2023-01-24 11:00:00,133,0 days 19:47:02.715000,0
530627-807b247b2e8448ffb0a91afeebcc8278,Shangri-La - new york,0,1,2023-02-15 11:30:12.735,2023-02-15 11:00:00,286,-1 days +23:29:47.265000,-1
530645-7288b654bf46425f9f04f06d0e7ce1c7,Rosewood - jacksonville,0,1,2023-06-22 10:40:05.250,2023-06-22 11:00:00,49,0 days 00:19:54.750000,0
530645-b40ae263f9444c2681fcd08e8599a8d3,Marriott  - louisville,0,1,2023-01-22 15:19:04.890,2023-01-23 11:00:00,135,0 days 19:40:55.110000,0
530649-99b366cb77a74e9cb0d048ae1a0b1639,Radisson  - new york,0,2,2023-04-05 10:11:16.215,2023-04-05 11:00:00,75,0 days 00:48:43.785000,0
530649-ecc48c520761406ba3eb90df9ce01e9d,Starwood  - phoenix,0,2,2023-01-25 14:24:27.090,2023-01-26 11:00:00,67,0 days 20:35:32.910000,0
530667-a0986c1ce1ee45eda07bf741748c9974,Banyan Tree  - new york,0,1,2023-03-27 22:11:22.965,2023-03-28 11:00:00,276,0 days 12:48:37.035000,0
530687-e24f2d447f994145a2205bf45f86f81e,NH Hotel  - san francisco,0,2,2023-02-09 20:22:49.440,2023-02-10 11:00:00,57,0 days 14:37:10.560000,0
530724-935e71d36d5441028c6d61ac3b5e5606,Hyatt - chicago,-1,1,2023-07-26 12:53:27.870,2023-07-26 11:00:00,160,-1 days +22:06:32.130000,-1
530881-8a718bb1f935453da21cedb8fec0d9bd,Hilton - chicago,0,1,2023-03-10 18:29:35.025,2023-03-11 11:00:00,100,0 days 16:30:24.975000,0
530950-5a4c7fd34c2143d4bf123f7294d790b2,Four Seasons - winnipeg,0,1,2023-06-21 17:23:06.990,2023-06-22 11:00:00,62,0 days 17:36:53.010000,0
530978-8078f43a1de94239a59349f0e1ececcb,Fairmont - oklahoma city,0,1,2023-04-08 09:51:12.780,2023-04-08 11:00:00,157,0 days 01:08:47.220000,0
531009-afead70d707349a793b1f8edbc754564,Fairmont - phoenix,0,1,2023-03-14 10:12:13.860,2023-03-14 11:00:00,104,0 days 00:47:46.140000,0
531020-5d6053b2ddc044bfb5af2fa32d8e0531,Best Western - austin,-1,1,2023-07-18 13:29:34.575,2023-07-18 11:00:00,104,-1 days +21:30:25.425000,-1
531020-64906f6c49214be584c58c84944c6541,Conrad  - montreal,0,1,2023-02-06 20:59:51.540,2023-02-07 11:00:00,421,0 days 14:00:08.460000,0
531027-80d1d45c3d2746adbe2fba0325d973c0,Best Western - columbus,0,2,2023-04-04 09:57:38.250,2023-04-04 11:00:00,132,0 days 01:02:21.750000,0
531073-6f226a4102f14a08b21de93994b1c3e3,Choice Hotels - philadelphia,-1,1,2023-02-11 13:12:00.495,2023-02-11 11:00:00,127,-1 days +21:47:59.505000,-1
531158-9d0537fc3cd74b2f8dc40387460ef65a,Four Seasons - new york,0,1,2023-02-21 09:02:30.300,2023-02-21 11:00:00,199,0 days 01:57:29.700000,0
531204-5ed47b0a284140d9963dff0458dbac1e,Extended Stay  - montreal,0,1,2023-02-17 12:46:55.920,2023-02-18 11:00:00,204,0 days 22:13:04.080000,0
531217-f382e323c95349a096de65c0adc087ed,Extended Stay  - boston,0,1,2023-03-12 09:52:24.600,2023-03-12 11:00:00,217,0 days 01:07:35.400000,0
531467-e2ce42785562499389644d6233b7e8af,Fairmont - montreal,-1,2,2023-01-24 13:30:10.260,2023-01-24 11:00:00,609,-1 days +21:29:49.740000,-1
531471-fbece33e4f4a485dbddd6a12257f4630,Accor - vancouver,0,1,2023-02-08 18:54:45.945,2023-02-09 11:00:00,174,0 days 16:05:14.055000,0
531511-dfb9b087b99943618f663dd3c8bd1e9b,Marriott  - san diego,0,1,2023-02-07 18:29:13.290,2023-02-08 11:00:00,126,0 days 16:30:46.710000,0
531568-e8094d81febd48f1910b051c1c904369,NH Hotel  - jacksonville,0,1,2023-01-18 10:54:57.375,2023-01-18 11:00:00,359,0 days 00:05:02.625000,0
531771-16bedec565e347afb51f39c179fbd5c5,Radisson  - toronto,0,4,2023-07-19 11:46:07.995,2023-07-19 11:00:00,336,-1 days +23:13:52.005000,-1
531824-665d841957ba4273ab4a3d4dd76f2353,Banyan Tree  - toronto,0,2,2023-02-01 12:39:57.870,2023-02-02 11:00:00,123,0 days 22:20:02.130000,0
531834-1113a5ef7d65483da3e3051f85635014,Hyatt - columbus,0,1,2023-01-26 22:00:18.360,2023-01-27 11:00:00,148,0 days 12:59:41.640000,0
531857-81a98e895f44471ab55028991b687551,Hilton - calgary,0,1,2023-06-10 20:01:51.645,2023-06-11 11:00:00,154,0 days 14:58:08.355000,0
532063-c4ec4ea4518841909efb934203f18974,Banyan Tree  - nashville,-1,1,2023-01-20 11:53:04.830,2023-01-19 11:00:00,110,-2 days +23:06:55.170000,-2
532106-558f5b0e95ef4e47a1ae2d849d72c06f,Aman Resorts - edmonton,0,1,2023-07-21 19:04:33.060,2023-07-22 11:00:00,101,0 days 15:55:26.940000,0
532106-87358763f3cf4d9ba96e527a2eb320fa,InterContinental  - vancouver,0,1,2023-04-27 13:53:40.515,2023-04-28 11:00:00,132,0 days 21:06:19.485000,0
532215-8cf657f0bc474db38b0c09bd49c13901,InterContinental  - toronto,-1,1,2023-01-23 15:33:30.015,2023-01-23 11:00:00,443,-1 days +19:26:29.985000,-1
532225-12bf82d1f4d349fe8a65d26ec96d7d6c,Four Seasons - san francisco,0,1,2023-06-02 17:11:22.965,2023-06-03 11:00:00,340,0 days 17:48:37.035000,0
532225-513cb7f8cf954628b96e37b1a94562c2,Extended Stay  - montreal,0,1,2023-02-01 09:40:43.905,2023-02-01 11:00:00,77,0 days 01:19:16.095000,0
532259-f0bff415c17f4449bee853284a3e3106,Conrad  - austin,-1,1,2023-05-22 18:22:52.590,2023-05-22 11:00:00,132,-1 days +16:37:07.410000,-1
532312-e78e777d8f7b4131a605dfc4326320cb,Accor - el paso,0,1,2023-03-04 18:40:27.075,2023-03-05 11:00:00,156,0 days 16:19:32.925000,0
532347-59e7679bb0b64389ae97f9175757e1ec,Rosewood - los angeles,0,1,2023-01-24 13:50:34.170,2023-01-25 11:00:00,115,0 days 21:09:25.830000,0
532347-e136e90d9cc34c8a9b79ae159f76a425,NH Hotel  - chicago,0,1,2023-07-12 15:21:26.415,2023-07-13 11:00:00,98,0 days 19:38:33.585000,0
532500-5811956b52704d639b1aa47ee12322b8,Banyan Tree  - las vegas,0,1,2023-02-14 18:38:05.415,2023-02-15 11:00:00,153,0 days 16:21:54.585000,0
532535-e3714d8822254983b80006cb7f3b9833,Starwood  - san diego,0,1,2023-05-18 09:13:17.265,2023-05-18 11:00:00,110,0 days 01:46:42.735000,0
532650-244ca06dbc79463992055886486228b2,Rosewood - indianapolis,0,1,2023-01-22 10:44:37.005,2023-01-22 11:00:00,59,0 days 00:15:22.995000,0
532656-6f3b6214619a4884ab3756b2c7a768ee,Four Seasons - new york,0,1,2023-02-20 20:50:15.945,2023-02-21 11:00:00,116,0 days 14:09:44.055000,0
532705-2073105dfb724a459d7a4a5cc5242613,Rosewood - edmonton,0,1,2023-01-25 14:35:19.410,2023-01-26 11:00:00,197,0 days 20:24:40.590000,0
532710-126c31ab8ff64f5aae3ee983b7fcc987,Hilton - los angeles,0,1,2023-01-26 20:23:04.875,2023-01-27 11:00:00,396,0 days 14:36:55.125000,0
532742-cb117501fb5b4ea6b9cd0592b69c3faa,Four Seasons - dallas,0,1,2023-03-29 14:46:41.160,2023-03-30 11:00:00,110,0 days 20:13:18.840000,0
532748-0936c4495b134bad8c848f3fe13f8d8f,Best Western - new york,-1,1,2023-04-13 15:03:24.750,2023-04-13 11:00:00,267,-1 days +19:56:35.250000,-1
532748-6fd62e2873714dccaa111c5e87bcdbc5,Hilton - las vegas,0,1,2023-06-11 11:11:20.130,2023-06-11 11:00:00,250,-1 days +23:48:39.870000,-1
532748-de7c4aef340d4f1895d3eda472e38913,Crowne Plaza - new york,0,1,2023-05-19 12:03:24.750,2023-05-20 11:00:00,110,0 days 22:56:35.250000,0
532823-168ac0568a884d4a8850527b82098cb0,Hilton - san jose,0,1,2023-01-24 18:53:39.705,2023-01-25 11:00:00,286,0 days 16:06:20.295000,0
532989-24e1d5e5d8034dfa80298f9aa3bc1168,Crowne Plaza - detroit,0,1,2023-04-19 13:53:08.790,2023-04-20 11:00:00,128,0 days 21:06:51.210000,0
533248-73a5c9aeff4147eb996832e8a50d63f6,Hilton - new york,0,1,2023-02-16 22:58:03.945,2023-02-17 11:00:00,224,0 days 12:01:56.055000,0
533248-a0398a996e1a4607891133cb0d6403cf,Hyatt - washington,0,2,2023-04-12 15:38:19.410,2023-04-13 11:00:00,195,0 days 19:21:40.590000,0
533283-e87094ef83264c05bbb0227e410da0a3,Marriott  - columbus,0,1,2023-06-13 19:36:06.660,2023-06-14 11:00:00,99,0 days 15:23:53.340000,0
533291-3232559febc14df8981b068f6f289474,Rosewood - milwaukee,0,2,2023-01-23 11:56:17.295,2023-01-23 11:00:00,92,-1 days +23:03:42.705000,-1
533396-f026d33aa7634ebc8aaaa21c9a572991,Marriott  - chicago,0,1,2023-02-23 15:57:23.580,2023-02-24 11:00:00,153,0 days 19:02:36.420000,0
533411-ee307d933ba44ee49adb6d7dd08c6b17,InterContinental  - phoenix,0,1,2023-02-17 19:21:21.420,2023-02-18 11:00:00,452,0 days 15:38:38.580000,0
533497-92485dfc718448839a484916ff763ff3,Choice Hotels - new york,0,1,2023-02-07 15:38:39.435,2023-02-08 11:00:00,226,0 days 19:21:20.565000,0
533573-3fd2984014d64560a7659644fae4b61a,InterContinental  - quebec,0,1,2023-02-25 16:18:13.770,2023-02-26 11:00:00,93,0 days 18:41:46.230000,0
533575-3486d5f1541545a597500e5c42c11fbb,Rosewood - quebec,0,1,2023-03-21 10:47:43.395,2023-03-21 11:00:00,190,0 days 00:12:16.605000,0
534351-ba193107e23649908e032c98e8031e18,Conrad  - new york,0,1,2023-04-06 11:50:51.360,2023-04-06 11:00:00,167,-1 days +23:09:08.640000,-1
534380-8198dcaa1fd64b0297b5e6677c6b110c,Hilton - new york,0,1,2023-02-03 12:29:52.125,2023-02-04 11:00:00,215,0 days 22:30:07.875000,0
534380-c0c2ffbe25be4412af645c2017c90c64,Choice Hotels - los angeles,-1,1,2023-05-11 13:47:26.430,2023-05-11 11:00:00,94,-1 days +21:12:33.570000,-1
534445-57ee2fee06474c9eb363970be9c26985,Wyndham - las vegas,0,2,2023-01-31 14:56:13.425,2023-02-01 11:00:00,105,0 days 20:03:46.575000,0
534474-6b11f2f1025a4f818c062b84a9037747,Conrad  - houston,0,1,2023-03-04 16:12:47.655,2023-03-05 11:00:00,88,0 days 18:47:12.345000,0
534688-dfe80bb475cf4f4fb97974457838378d,Radisson  - toronto,0,1,2023-02-07 12:01:24.015,2023-02-08 11:00:00,139,0 days 22:58:35.985000,0
534747-e568a7716eca4372823f316267e6f8d9,Hyatt - dallas,0,1,2023-03-10 16:54:37.935,2023-03-11 11:00:00,117,0 days 18:05:22.065000,0
534798-56244f85daae4aac9eef1db2473acaf4,Extended Stay  - los angeles,0,1,2023-02-14 10:54:49.770,2023-02-14 11:00:00,121,0 days 00:05:10.230000,0
534840-9ca2101d85d64bae9a32e27c01ceee07,Rosewood - oklahoma city,0,1,2023-01-22 19:22:54.795,2023-01-23 11:00:00,93,0 days 15:37:05.205000,0
534957-5a3754a64db94989b9c00a0597eb230b,Shangri-La - toronto,0,1,2023-02-08 16:22:16.950,2023-02-09 11:00:00,193,0 days 18:37:43.050000,0
535035-dae93b1ca39b40108520b63fa159f342,Wyndham - houston,0,1,2023-04-23 17:51:41.400,2023-04-24 11:00:00,250,0 days 17:08:18.600000,0
535051-1d1ac9dadc534e84b33e755fe30ce4a3,Wyndham - winnipeg,0,1,2023-07-15 14:35:10.185,2023-07-16 11:00:00,298,0 days 20:24:49.815000,0
535060-bd569204615942ddb0a765271359cf10,Starwood  - chicago,0,1,2023-04-14 13:30:52.155,2023-04-15 11:00:00,450,0 days 21:29:07.845000,0
535060-c3393d535a5d4fd48c8e51a93cdf2a7e,Conrad  - san antonio,0,1,2023-02-05 20:27:09.855,2023-02-06 11:00:00,321,0 days 14:32:50.145000,0
535099-21e4c17163074b06a2208601d5367a98,Extended Stay  - columbus,0,1,2023-07-18 14:35:44.205,2023-07-19 11:00:00,787,0 days 20:24:15.795000,0
535155-b110abfe2ffa4fd3a6d7ef43084b4a56,Fairmont - seattle,-1,1,2023-02-04 12:58:18.750,2023-02-04 11:00:00,144,-1 days +22:01:41.250000,-1
535189-9500ff71a5564494b55f869cc221c6d9,Choice Hotels - columbus,0,1,2023-01-25 10:02:26.835,2023-01-25 11:00:00,132,0 days 00:57:33.165000,0
535502-ee737302fd204a2bac5221a3b4d7899e,Shangri-La - baltimore,0,2,2023-02-19 12:40:37.740,2023-02-20 11:00:00,102,0 days 22:19:22.260000,0
535686-2728578c1e4d4dc49aca192a461b0028,Best Western - new york,0,3,2023-03-17 14:58:55.470,2023-03-18 11:00:00,333,0 days 20:01:04.530000,0
535734-821eced43dc94531a69afc96e0e5668a,Starwood  - dallas,0,1,2023-03-20 19:50:33.315,2023-03-21 11:00:00,96,0 days 15:09:26.685000,0
535791-7f50fb0722344e55bc743c2576ab6f51,Best Western - new york,0,3,2023-03-10 16:54:07.785,2023-03-11 11:00:00,475,0 days 18:05:52.215000,0
535795-8048c06f5b8447b1b4b9417fa3bf8534,NH Hotel  - tucson,0,1,2023-02-19 10:38:46.275,2023-02-19 11:00:00,26,0 days 00:21:13.725000,0
535896-fb77ee680e054037a270e71cf3a97556,Wyndham - san antonio,0,1,2023-05-15 10:58:02.190,2023-05-15 11:00:00,166,0 days 00:01:57.810000,0
535912-1d604650c0004ba99fcc111cd5f3cb9c,Starwood  - toronto,-1,1,2023-02-28 11:46:07.995,2023-02-27 11:00:00,391,-2 days +23:13:52.005000,-2
536000-712f99c9214a431699f964acb4d0e2ff,Best Western - houston,0,1,2023-02-04 16:48:49.905,2023-02-05 11:00:00,185,0 days 18:11:10.095000,0
536035-854b181388064664a41c4e57fa8be5b7,Accor - austin,0,2,2023-02-24 12:03:16.425,2023-02-25 11:00:00,128,0 days 22:56:43.575000,0
536066-6b911fc431e8416186fba4f1db3c89eb,Four Seasons - san jose,0,1,2023-02-04 17:42:27.225,2023-02-05 11:00:00,203,0 days 17:17:32.775000,0
536066-b84d799acd1b491095a33ca11c160e49,Banyan Tree  - new york,0,1,2023-05-12 15:31:48.090,2023-05-13 11:00:00,120,0 days 19:28:11.910000,0
536651-7ee2c81e2202482780ca6992309d26cf,Four Seasons - indianapolis,0,1,2023-02-23 17:37:12.900,2023-02-24 11:00:00,652,0 days 17:22:47.100000,0
536652-5817d8992aea42f0ba27ef5209b8b23f,Fairmont - los angeles,0,1,2023-02-03 16:40:42.510,2023-02-04 11:00:00,209,0 days 18:19:17.490000,0
536652-70ecd665563045f49cdfa15a5a5627bf,Four Seasons - denver,0,1,2023-01-24 15:55:17.850,2023-01-25 11:00:00,122,0 days 19:04:42.150000,0
536659-e29e6fb62cbc4f0f98cf9b0c092a9ad1,Marriott  - chicago,0,1,2023-04-22 17:19:33.510,2023-04-23 11:00:00,146,0 days 17:40:26.490000,0
536675-c24554d6f4484167a49d87fae8737c1c,Starwood  - edmonton,0,1,2023-07-03 11:11:35.790,2023-07-03 11:00:00,173,-1 days +23:48:24.210000,-1
537066-048275f9e8924b6498a61c6817ec32a0,Accor - new york,0,1,2023-02-11 19:29:05.775,2023-02-12 11:00:00,210,0 days 15:30:54.225000,0
537212-3f188d4f65bb4ea7807c4b8ed00e7517,Accor - philadelphia,0,1,2023-07-01 12:00:19.125,2023-07-02 11:00:00,126,0 days 22:59:40.875000,0
537373-1bc3fdd7514e4e04a55484f96d7a1c21,Marriott  - los angeles,0,1,2023-02-23 16:57:24.300,2023-02-24 11:00:00,70,0 days 18:02:35.700000,0
537586-55253dd5153c427fa851eab6f28fab08,Conrad  - san diego,0,2,2023-02-10 12:53:26.115,2023-02-11 11:00:00,119,0 days 22:06:33.885000,0
537595-a63358847b204e90ae775243ae0d099f,Marriott  - toronto,0,1,2023-03-25 22:13:24.870,2023-03-26 11:00:00,259,0 days 12:46:35.130000,0
537770-507cea91ef334b4891e6737549e4f025,Best Western - chicago,0,1,2023-03-02 11:20:28.095,2023-03-02 11:00:00,173,-1 days +23:39:31.905000,-1
537795-e92bf30dde19463195da68d12dcc3909,Aman Resorts - chicago,0,2,2023-01-30 10:29:50.100,2023-01-30 11:00:00,95,0 days 00:30:09.900000,0
537834-d054262bd4dc455e958fabf44db83cbf,NH Hotel  - new york,0,1,2023-01-28 20:11:00.825,2023-01-29 11:00:00,242,0 days 14:48:59.175000,0
537904-1b0ee7e9058a4723921ea8c200759a29,Conrad  - new york,0,1,2023-03-28 17:43:37.065,2023-03-29 11:00:00,219,0 days 17:16:22.935000,0
538084-204ce3db7a4c41fe9c0db93b1a1cfde9,Extended Stay  - fresno,0,2,2023-03-23 13:41:38.490,2023-03-24 11:00:00,127,0 days 21:18:21.510000,0
538084-a3c4092b6078432fa82a80caf9483b18,Conrad  - montreal,0,1,2023-02-01 14:15:56.970,2023-02-02 11:00:00,181,0 days 20:44:03.030000,0
538134-c78e81bed1f0415084980195c16c453a,Wyndham - el paso,-1,1,2023-01-25 17:59:54.195,2023-01-25 11:00:00,76,-1 days +17:00:05.805000,-1
538197-f2323acdc757429c839e6b0853069733,Choice Hotels - baltimore,0,1,2023-04-16 12:57:55.890,2023-04-17 11:00:00,70,0 days 22:02:04.110000,0
538216-cfa4f7ac2fec423e9f5b99f89673136d,Extended Stay  - los angeles,-1,1,2023-01-29 16:25:39.495,2023-01-29 11:00:00,203,-1 days +18:34:20.505000,-1
538388-94628b37442547fa9892cb25e2f4a9b0,Fairmont - jacksonville,0,1,2023-03-08 13:11:51.540,2023-03-09 11:00:00,105,0 days 21:48:08.460000,0
538388-df9bcd683fe84d7da6ad7fe65c4a6dd6,NH Hotel  - charlotte,0,1,2023-02-22 13:10:23.880,2023-02-23 11:00:00,77,0 days 21:49:36.120000,0
538426-2a2e5ec6549e4d41b587e9f673fe7cd0,Extended Stay  - toronto,0,1,2023-01-23 10:42:43.335,2023-01-23 11:00:00,39,0 days 00:17:16.665000,0
538454-4e3592416e98444d99184f23a7da52af,Radisson  - philadelphia,0,1,2023-03-17 09:10:51.915,2023-03-17 11:00:00,344,0 days 01:49:08.085000,0
538457-8e5f86ed609e488cb93d0e2aad12cd6d,Four Seasons - nashville,0,1,2023-03-09 19:21:19.440,2023-03-10 11:00:00,134,0 days 15:38:40.560000,0
538538-f767bd05646e4353b3ac353d4917faf7,Starwood  - montreal,-1,1,2023-02-14 17:10:47.775,2023-02-14 11:00:00,96,-1 days +17:49:12.225000,-1
538608-17f1dc99aceb4d128f95d84111a27d56,Wyndham - fort worth,0,2,2023-07-14 12:19:56.505,2023-07-15 11:00:00,98,0 days 22:40:03.495000,0
538677-545a96b9faa64d57a9a874a06df92fea,InterContinental  - new york,0,1,2023-02-01 14:18:01.080,2023-02-02 11:00:00,96,0 days 20:41:58.920000,0
538681-c96d3925292b42cbb0ec928956f2a3e7,Four Seasons - washington,0,4,2023-05-08 11:25:51.465,2023-05-08 11:00:00,152,-1 days +23:34:08.535000,-1
538703-e7fbf9a24e9c4c4cbbc74ae0d90ef209,Extended Stay  - new york,0,3,2023-07-21 12:49:39.900,2023-07-22 11:00:00,121,0 days 22:10:20.100000,0
538915-810c2b17627d4169bf01e3ecfff3c49c,NH Hotel  - los angeles,0,1,2023-02-23 12:38:28.185,2023-02-24 11:00:00,321,0 days 22:21:31.815000,0
538915-ecd159156e7141a4baeb9b86d4faef3a,Shangri-La - san jose,0,1,2023-01-29 12:51:44.955,2023-01-30 11:00:00,267,0 days 22:08:15.045000,0
539135-19be2c926c424d2eba6a1d58c64ec676,Rosewood - phoenix,0,1,2023-01-24 14:01:19.515,2023-01-25 11:00:00,306,0 days 20:58:40.485000,0
539267-2a55b24b624f43e19b46398c9af8c5f6,Crowne Plaza - denver,0,1,2023-02-02 14:07:29.820,2023-02-03 11:00:00,123,0 days 20:52:30.180000,0
539460-d292ee0c9b0b4166b43c27949fcf01c7,Extended Stay  - louisville,0,1,2023-03-26 09:59:51.315,2023-03-26 11:00:00,95,0 days 01:00:08.685000,0
539510-dafdeadc250842188ab086e49acc440d,Conrad  - los angeles,0,1,2023-01-29 11:34:30.405,2023-01-29 11:00:00,84,-1 days +23:25:29.595000,-1
539519-a9d909e86afd4928a39d3b6e3f422ecf,Aman Resorts - philadelphia,0,1,2023-02-20 18:03:29.610,2023-02-21 11:00:00,174,0 days 16:56:30.390000,0
539794-0e6197697f90468bb3831adcfdb8c82a,Extended Stay  - phoenix,0,1,2023-03-31 19:20:46.995,2023-04-01 11:00:00,96,0 days 15:39:13.005000,0
539868-bfa2272ecab243638334d7bf18b38168,Choice Hotels - los angeles,-1,1,2023-04-08 15:06:31.680,2023-04-08 11:00:00,671,-1 days +19:53:28.320000,-1
539917-663f216492274a7480d199db5f470895,Crowne Plaza - chicago,0,1,2023-04-18 10:28:04.890,2023-04-18 11:00:00,275,0 days 00:31:55.110000,0
540014-581510eea36c4b0884a0b243df3f05d6,Best Western - toronto,0,1,2023-03-10 02:21:39.060,2023-03-10 11:00:00,202,0 days 08:38:20.940000,0
540014-d58001909afc4510ad1d537014762f84,InterContinental  - nashville,0,1,2023-02-18 23:44:12.840,2023-02-19 11:00:00,211,0 days 11:15:47.160000,0
540094-e4302103a20a45aba0347fd6ca5528b4,Extended Stay  - new york,0,1,2023-06-10 10:28:04.890,2023-06-10 11:00:00,80,0 days 00:31:55.110000,0
540260-e9a118e71e9e41c2aaef879144f5775c,Radisson  - montreal,0,3,2023-04-27 18:28:59.925,2023-04-28 11:00:00,266,0 days 16:31:00.075000,0
540306-3fe292fb51c14267a398d79800199e9d,Accor - austin,0,1,2023-02-25 14:44:49.740,2023-02-26 11:00:00,50,0 days 20:15:10.260000,0
540308-c3e5ced85ef44ce1993246514506d757,Banyan Tree  - milwaukee,0,1,2023-01-23 12:57:26.145,2023-01-24 11:00:00,89,0 days 22:02:33.855000,0
540347-085751abd51d47f1ba2aed15a4ff8cd0,Starwood  - ottawa,-1,1,2023-03-19 12:20:32.055,2023-03-19 11:00:00,342,-1 days +22:39:27.945000,-1
540347-8a2f5edf03224d6e9ac8c2eca975fd04,Extended Stay  - portland,0,1,2023-02-07 12:27:09.495,2023-02-08 11:00:00,157,0 days 22:32:50.505000,0
540348-5c497194a2cd4c9da0bec8954757ab81,Starwood  - seattle,0,1,2023-01-28 16:46:13.665,2023-01-29 11:00:00,79,0 days 18:13:46.335000,0
540444-f0a45aae4ff145f8bee95646e5fbde69,Best Western - fort worth,0,1,2023-01-29 20:04:08.850,2023-01-30 11:00:00,231,0 days 14:55:51.150000,0
540502-5cc690f491e948e7bf41fc1040f0cb53,Fairmont - new york,0,1,2023-01-27 12:15:42.120,2023-01-28 11:00:00,55,0 days 22:44:17.880000,0
540527-6d9e3fe105f7476b90956318c1181507,Aman Resorts - los angeles,0,1,2023-02-14 13:13:10.965,2023-02-15 11:00:00,133,0 days 21:46:49.035000,0
540654-a0710f374b714c5d8fcd7ba8d5dccab8,Marriott  - vancouver,0,1,2023-03-23 20:47:08.250,2023-03-24 11:00:00,51,0 days 14:12:51.750000,0
540666-7e2dbdb4bdf045299f3a154ad0e4e312,Crowne Plaza - new york,0,1,2023-04-04 14:11:22.965,2023-04-05 11:00:00,422,0 days 20:48:37.035000,0
540708-ae17ef28f6b74f5382c74857af38a49e,Banyan Tree  - chicago,0,1,2023-07-07 19:43:36.750,2023-07-08 11:00:00,76,0 days 15:16:23.250000,0
540819-34df787c1f3c4138ae4215c54a2d6b23,Best Western - san francisco,-2,1,2023-04-16 20:06:42.075,2023-04-15 11:00:00,103,-2 days +14:53:17.925000,-2
540973-923e452d146b43479624ad38a02761dc,Wyndham - oklahoma city,0,1,2023-05-30 16:58:50.070,2023-05-31 11:00:00,359,0 days 18:01:09.930000,0
